gene_id,acronym,gene_name,ise_id,plane,entrez,valid
51122,4930548G14Rik,RIKEN cDNA 4930548G14 gene,71891904,sagittal,75281,True
35976,Akap10,A kinase (PRKA) anchor protein 10,68667383,sagittal,56697,True
54017,Ninl,ninein-like,73512540,sagittal,78177,True
126718,H2afy2,"H2A histone family, member Y2",68745450,sagittal,404634,True
12950,Dbp,D site albumin promoter binding protein,1194,sagittal,13170,True
12950,Dbp,D site albumin promoter binding protein,1193,coronal,13170,True
68134,Dnm3,dynamin 3,74641219,coronal,103967,True
68134,Dnm3,dynamin 3,71209892,sagittal,103967,True
68134,Dnm3,dynamin 3,69134426,sagittal,103967,True
49990,Zfp946,zinc finger protein 946,68498998,sagittal,74149,True
86772,Nrsn2,neurensin 2,79912548,coronal,228777,True
86772,Nrsn2,neurensin 2,74579404,sagittal,228777,True
33675,Mtmr7,myotubularin related protein 7,68192997,sagittal,54384,True
33675,Mtmr7,myotubularin related protein 7,79567753,coronal,54384,True
120459,Itgad,"integrin, alpha D",70596143,sagittal,381924,True
21711,Tnni3,"troponin I, cardiac 3",1065,coronal,21954,True
21711,Tnni3,"troponin I, cardiac 3",1066,sagittal,21954,True
21986,Ucp3,"uncoupling protein 3 (mitochondrial, proton carrier)",70194546,sagittal,22229,True
18920,Cyth1,cytohesin 1,69015206,sagittal,19157,True
43217,Jam2,junction adhesion molecule 2,603,sagittal,67374,True
43217,Jam2,junction adhesion molecule 2,602,coronal,67374,True
43217,Jam2,junction adhesion molecule 2,1220,sagittal,67374,True
89116,Styk1,serine/threonine/tyrosine kinase 1,71250308,coronal,243659,True
89116,Styk1,serine/threonine/tyrosine kinase 1,69524509,sagittal,243659,True
107161,4930473A06Rik,RIKEN cDNA 4930473A06 gene,70528151,sagittal,320226,True
107161,4930473A06Rik,RIKEN cDNA 4930473A06 gene,75080180,coronal,320226,True
107161,4930473A06Rik,RIKEN cDNA 4930473A06 gene,71891784,sagittal,320226,True
33509,Rpl36,ribosomal protein L36,68410536,sagittal,54217,True
70233,Slc45a4,"solute carrier family 45, member 4",69446673,sagittal,106068,True
65735,6330503K22Rik,RIKEN cDNA 6330503K22 gene,68843781,sagittal,101565,True
65735,6330503K22Rik,RIKEN cDNA 6330503K22 gene,77790746,sagittal,101565,True
65735,6330503K22Rik,RIKEN cDNA 6330503K22 gene,77280311,coronal,101565,True
35558,Gkap1,G kinase anchoring protein 1,69116329,sagittal,56278,True
46204,Fam135b,"family with sequence similarity 135, member B",71377945,sagittal,70363,True
46204,Fam135b,"family with sequence similarity 135, member B",74581399,coronal,70363,True
46204,Fam135b,"family with sequence similarity 135, member B",70305341,sagittal,70363,True
85154,Cdc27,cell division cycle 27 homolog (S. cerevisiae),248539,sagittal,217232,True
85154,Cdc27,cell division cycle 27 homolog (S. cerevisiae),293466,coronal,217232,True
129577,D930007P13Rik,Riken cDNA D930007P13 gene,71283319,sagittal,432989,True
15677,Id4,inhibitor of DNA binding 4,73497044,sagittal,15904,True
15677,Id4,inhibitor of DNA binding 4,74357547,coronal,15904,True
86059,1600029O10Rik,RIKEN cDNA 1600029O10 gene,68445955,sagittal,224133,True
33643,Irx5,Iroquois related homeobox 5 (Drosophila),74822916,sagittal,54352,True
84098,Itih5,inter-alpha (globulin) inhibitor H5,68745161,sagittal,209378,True
86257,Slc27a6,"solute carrier family 27 (fatty acid transporter), member 6",69873863,sagittal,225579,True
14890,Hap1,huntingtin-associated protein 1,552,coronal,15114,True
14890,Hap1,huntingtin-associated protein 1,79669537,sagittal,15114,True
14890,Hap1,huntingtin-associated protein 1,72007561,coronal,15114,True
14890,Hap1,huntingtin-associated protein 1,549,coronal,15114,True
14890,Hap1,huntingtin-associated protein 1,551,sagittal,15114,True
14890,Hap1,huntingtin-associated protein 1,553,sagittal,15114,True
20640,Aurka,aurora kinase A,68443244,sagittal,20878,True
20640,Aurka,aurora kinase A,2643,coronal,20878,True
20640,Aurka,aurora kinase A,2644,sagittal,20878,True
130462,Gm16223,predicted gene 16223,70787059,sagittal,433882,True
21951,Ube2e1,"ubiquitin-conjugating enzyme E2E 1, UBC4/5 homolog (yeast)",71763628,sagittal,22194,True
23837,Tlk2,tousled-like kinase 2 (Arabidopsis),69981019,sagittal,24086,True
54746,9130017N09Rik,RIKEN cDNA 9130017N09 gene,74056118,sagittal,78906,True
153310,Frmpd1,FERM and PDZ domain containing 1,73520978,coronal,666060,True
153310,Frmpd1,FERM and PDZ domain containing 1,69672587,sagittal,666060,True
49013,Dem1,defects in morphology 1 homolog (S. cerevisiae),68151346,sagittal,73172,True
106337,D330041B21Rik,RIKEN cDNA D330041B21 gene,73513684,sagittal,319402,True
158025,LOC640610,-,72283653,sagittal,640610,True
11489,Amd1,S-adenosylmethionine decarboxylase 1,75826627,sagittal,11702,True
17081,Clec10a,"C-type lectin domain family 10, member A",69015637,sagittal,17312,True
82839,Pkhd1l1,polycystic kidney and hepatic disease 1-like 1,71325336,sagittal,192190,True
92495,Phf12,PHD finger protein 12,69170180,sagittal,268448,True
60388,Aff4,"AF4/FMR2 family, member 4",2363,coronal,93736,True
60388,Aff4,"AF4/FMR2 family, member 4",2364,sagittal,93736,True
73490,Rnf20,ring finger protein 20,73424190,sagittal,109331,True
16191,Eif6,eukaryotic translation initiation factor 6,686209,sagittal,16418,True
56092,Rilpl2,Rab interacting lysosomal protein-like 2,67978511,sagittal,80291,True
52772,Arfip2,ADP-ribosylation factor interacting protein 2,74990537,sagittal,76932,True
92726,Slc28a2,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2",68743769,sagittal,269346,True
85949,C030006K11Rik,RIKEN cDNA C030006K11 gene,71612222,sagittal,223665,True
129260,LOC432671,LOC432671,70611180,sagittal,432671,True
92798,Lhfpl3,lipoma HMGIC fusion partner-like 3,73635972,coronal,269629,True
92798,Lhfpl3,lipoma HMGIC fusion partner-like 3,70228651,sagittal,269629,True
89878,Emilin2,elastin microfibril interfacer 2,68666941,sagittal,246707,True
92920,Vat1l,vesicle amine transport protein 1 homolog-like (T. californica),68844104,sagittal,270097,True
92920,Vat1l,vesicle amine transport protein 1 homolog-like (T. californica),75650860,coronal,270097,True
53136,Fam162b,"family with sequence similarity 162, member B",71892424,sagittal,77296,True
86635,Prrc2b,proline-rich coiled-coil 2B,68797673,sagittal,227723,True
71338,Gpr137,G protein-coupled receptor 137,75651149,coronal,107173,True
71338,Gpr137,G protein-coupled receptor 137,68797631,sagittal,107173,True
14065,Fpr2,formyl peptide receptor 2,70724732,sagittal,14289,True
49115,Gpbp1,GC-rich promoter binding protein 1,532735,sagittal,73274,True
41959,Cml1,camello-like 1,74056108,sagittal,66116,True
35681,Lepre1,leprecan 1,2372,sagittal,56401,True
35681,Lepre1,leprecan 1,2371,coronal,56401,True
46830,4931429I11Rik,RIKEN cDNA 4931429I11 gene,70218486,sagittal,70989,True
15704,Ids,iduronate 2-sulfatase,73994671,coronal,15931,True
15704,Ids,iduronate 2-sulfatase,69735222,sagittal,15931,True
15033,Hipk1,homeodomain interacting protein kinase 1,69735024,sagittal,15257,True
11678,Rab27a,"RAB27A, member RAS oncogene family",68076980,sagittal,11891,True
17943,Nras,neuroblastoma ras oncogene,68745000,sagittal,18176,True
68011,Inca1,"inhibitor of CDK, cyclin A1 interacting protein 1",69526414,sagittal,103844,True
129974,LOC433390,uncharacterized LOC433390,70723205,sagittal,433390,True
16556,Lamp2,lysosomal-associated membrane protein 2,69736028,sagittal,16784,True
11260,Actn2,actinin alpha 2,70724523,sagittal,11472,True
88525,Cdh24,cadherin-like 24,70231307,coronal,239096,True
88525,Cdh24,cadherin-like 24,68862042,sagittal,239096,True
77406,Selm,selenoprotein M,641541,sagittal,114679,True
23647,Gtf2h2,"general transcription factor II H, polypeptide 2",70634256,coronal,23894,True
23647,Gtf2h2,"general transcription factor II H, polypeptide 2",638727,sagittal,23894,True
12089,Pdia4,protein disulfide isomerase associated 4,69540272,sagittal,12304,True
74353,Fdps,farnesyl diphosphate synthetase,76085745,coronal,110196,True
74353,Fdps,farnesyl diphosphate synthetase,69113674,sagittal,110196,True
89406,Tbx22,T-box 22,73606561,sagittal,245572,True
84073,Clic6,chloride intracellular channel 6,1984,coronal,209195,True
84073,Clic6,chloride intracellular channel 6,48,sagittal,209195,True
84073,Clic6,chloride intracellular channel 6,1985,sagittal,209195,True
18822,Ppp3r2,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type II)",75084112,coronal,19059,True
18822,Ppp3r2,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type II)",69817252,sagittal,19059,True
37037,Tbx21,T-box 21,71488852,sagittal,57765,True
57737,Sacm1l,"SAC1 (suppressor of actin mutations 1, homolog)-like (S. cerevisiae)",74882832,coronal,83493,True
57737,Sacm1l,"SAC1 (suppressor of actin mutations 1, homolog)-like (S. cerevisiae)",79394332,sagittal,83493,True
20028,Scn1a,"sodium channel, voltage-gated, type I, alpha",77340528,coronal,20265,True
20028,Scn1a,"sodium channel, voltage-gated, type I, alpha",74735074,sagittal,20265,True
120477,Mrgprg,"MAS-related GPR, member G",69258166,sagittal,381974,True
87194,Fam193a,"family with sequence similarity 193, member A",69529077,sagittal,231128,True
73806,Npy,neuropeptide Y,719,sagittal,109648,True
73806,Npy,neuropeptide Y,718,sagittal,109648,True
73806,Npy,neuropeptide Y,100055063,sagittal,109648,True
73806,Npy,neuropeptide Y,100055050,sagittal,109648,True
73806,Npy,neuropeptide Y,717,coronal,109648,True
73806,Npy,neuropeptide Y,100055044,sagittal,109648,True
60523,Pcdhb3,protocadherin beta 3,69782838,sagittal,93874,True
11229,Chrna6,"cholinergic receptor, nicotinic, alpha polypeptide 6",75551461,coronal,11440,True
11229,Chrna6,"cholinergic receptor, nicotinic, alpha polypeptide 6",75551481,sagittal,11440,True
11229,Chrna6,"cholinergic receptor, nicotinic, alpha polypeptide 6",75651213,coronal,11440,True
37828,Il1rapl2,interleukin 1 receptor accessory protein-like 2,73994672,coronal,60367,True
37828,Il1rapl2,interleukin 1 receptor accessory protein-like 2,69735389,sagittal,60367,True
143087,Wdfy4,WD repeat and FYVE domain containing 4,74277302,sagittal,545029,True
58180,Jam3,junction adhesion molecule 3,77465024,sagittal,83964,True
126240,5330416C01Rik,RIKEN cDNA 5330416C01 gene,69443355,sagittal,403201,True
32896,Stk39,serine/threonine kinase 39,68911013,sagittal,53416,True
49994,Uba7,ubiquitin-like modifier activating enzyme 7,70194480,sagittal,74153,True
49994,Uba7,ubiquitin-like modifier activating enzyme 7,70795533,sagittal,74153,True
85117,Trim25,tripartite motif-containing 25,1546,sagittal,217069,True
85117,Trim25,tripartite motif-containing 25,1545,coronal,217069,True
88918,Mab21l3,mab-21-like 3 (C. elegans),68795420,sagittal,242125,True
47076,4933427I22Rik,RIKEN cDNA 4933427I22 gene,69443232,sagittal,71235,True
84036,Adamts18,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18",75651128,coronal,208936,True
84036,Adamts18,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18",69514798,sagittal,208936,True
42888,Riok2,RIO kinase 2 (yeast),68302380,sagittal,67045,True
45322,Ttc9,tetratricopeptide repeat domain 9,70785212,sagittal,69480,True
45322,Ttc9,tetratricopeptide repeat domain 9,71213023,sagittal,69480,True
142102,mCG58700.2,AB mCG58700.2,71213701,sagittal,None,True
42253,Mterfd1,MTERF domain containing 1,74357595,sagittal,66410,True
42908,Polr3d,polymerase (RNA) III (DNA directed) polypeptide D,70429363,sagittal,67065,True
82842,Edem1,"ER degradation enhancer, mannosidase alpha-like 1",68633068,sagittal,192193,True
42460,Mettl11a,methyltransferase like 11A,68637951,sagittal,66617,True
43784,Rps27l,ribosomal protein S27-like,75831731,sagittal,67941,True
89896,Oas1h,2'-5' oligoadenylate synthetase 1H,76081026,sagittal,246729,True
84016,Sned1,"sushi, nidogen and EGF-like domains 1",74958587,coronal,208777,True
84016,Sned1,"sushi, nidogen and EGF-like domains 1",70227938,sagittal,208777,True
32893,Exoc7,exocyst complex component 7,67815544,sagittal,53413,True
48616,Fance,"Fanconi anemia, complementation group E",67767451,sagittal,72775,True
109030,Ostb,organic solute transporter beta,74427088,sagittal,330962,True
47450,Tradd,TNFRSF1A-associated via death domain,69134193,sagittal,71609,True
121571,Irs2,insulin receptor substrate 2,71992073,sagittal,384783,True
121571,Irs2,insulin receptor substrate 2,71211707,sagittal,384783,True
121571,Irs2,insulin receptor substrate 2,74363343,coronal,384783,True
109021,AI593442,expressed sequence AI593442,69526372,sagittal,330941,True
109021,AI593442,expressed sequence AI593442,71250312,coronal,330941,True
35812,Ripk3,receptor-interacting serine-threonine kinase 3,275676,sagittal,56532,True
23802,Sgcb,"sarcoglycan, beta (dystrophin-associated glycoprotein)",69549654,sagittal,24051,True
46987,Golga7b,"golgi autoantigen, golgin subfamily a, 7B",76097699,coronal,71146,True
46987,Golga7b,"golgi autoantigen, golgin subfamily a, 7B",69443190,sagittal,71146,True
37590,Nampt,nicotinamide phosphoribosyltransferase,68191390,sagittal,59027,True
107590,Pgap3,post-GPI attachment to proteins 3,69782987,sagittal,320655,True
84832,Cdh12,cadherin 12,73513627,sagittal,215654,True
20350,Smarcc1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",69874174,sagittal,20588,True
93124,Pigs,"phosphatidylinositol glycan anchor biosynthesis, class S",68844223,sagittal,276846,True
46707,Slco6d1,"solute carrier organic anion transporter family, member 6d1",71833040,sagittal,70866,True
54170,Ndufv3,NADH dehydrogenase (ubiquinone) flavoprotein 3,68301933,sagittal,78330,True
54170,Ndufv3,NADH dehydrogenase (ubiquinone) flavoprotein 3,13,sagittal,78330,True
54170,Ndufv3,NADH dehydrogenase (ubiquinone) flavoprotein 3,12,coronal,78330,True
86946,D3Bwg0562e,"DNA segment, Chr 3, Brigham & Women's Genetics 0562 expressed",73992941,coronal,229791,True
86946,D3Bwg0562e,"DNA segment, Chr 3, Brigham & Women's Genetics 0562 expressed",69608935,sagittal,229791,True
22514,Zkscan5,zinc finger with KRAB and SCAN domains 5,68844170,sagittal,22757,True
87557,Zfp790,zinc finger protein 790,67936417,sagittal,233056,True
87557,Zfp790,zinc finger protein 790,356855,coronal,233056,True
12417,Cfl2,"cofilin 2, muscle",74357607,sagittal,12632,True
29541,Limd1,LIM domains containing 1,68843877,sagittal,29806,True
36027,Nfu1,NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae),68076991,sagittal,56748,True
131861,LOC435287,similar to keratin associated protein 18-4; keratin associated protein 18.4,71022457,sagittal,435287,True
88062,Gm589,"gene model 589, (NCBI)",70295972,sagittal,235470,True
82649,Apobr,apolipoprotein B receptor,71724804,sagittal,171504,True
44057,Gsto2,glutathione S-transferase omega 2,68162209,sagittal,68214,True
43212,Qpctl,glutaminyl-peptide cyclotransferase-like,75831771,sagittal,67369,True
16288,Kcnj12,"potassium inwardly-rectifying channel, subfamily J, member 12",69735706,sagittal,16515,True
16288,Kcnj12,"potassium inwardly-rectifying channel, subfamily J, member 12",74882646,coronal,16515,True
46648,Arrdc2,arrestin domain containing 2,68523330,sagittal,70807,True
45535,Tatdn1,TatD DNase domain containing 1,69133617,sagittal,69694,True
133093,LOC436542,similar to TRAV6-6,70784618,sagittal,436542,True
12764,Csf2,colony stimulating factor 2 (granulocyte-macrophage),73512543,sagittal,12981,True
62902,Rab3gap2,RAB3 GTPase activating protein subunit 2,69015302,sagittal,98732,True
84809,Gm4791,predicted gene 4791,70565458,sagittal,215467,True
48123,1810062G17Rik,RIKEN cDNA 1810062G17 gene,74359329,sagittal,72282,True
15335,Htr2c,5-hydroxytryptamine (serotonin) receptor 2C,71393424,sagittal,15560,True
15335,Htr2c,5-hydroxytryptamine (serotonin) receptor 2C,73636098,coronal,15560,True
12308,Cd84,CD84 antigen,69540629,sagittal,12523,True
22116,Vldlr,very low density lipoprotein receptor,104594,sagittal,22359,True
22116,Vldlr,very low density lipoprotein receptor,121089,coronal,22359,True
22116,Vldlr,very low density lipoprotein receptor,77620363,sagittal,22359,True
22116,Vldlr,very low density lipoprotein receptor,77413688,coronal,22359,True
14766,H2-M2,"histocompatibility 2, M region locus 2",70276982,sagittal,14990,True
78815,Cspg4,chondroitin sulfate proteoglycan 4,69608160,sagittal,121021,True
42212,Dus2l,"dihydrouridine synthase 2-like (SMM1, S. cerevisiae)",69202382,sagittal,66369,True
53211,Sec24a,"Sec24 related gene family, member A (S. cerevisiae)",69873493,sagittal,77371,True
109077,Gm773,predicted gene 773,71764377,sagittal,331416,True
84698,Prmt7,protein arginine N-methyltransferase 7,68203511,sagittal,214572,True
19746,Rpl5,ribosomal protein L5,68633062,sagittal,100503670,True
12399,Celsr1,"cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)",71307238,sagittal,12614,True
139489,Mm.100021,Unigene Mm.100021,71147876,sagittal,None,True
14521,Lpar1,lysophosphatidic acid receptor 1,75749420,sagittal,14745,True
14521,Lpar1,lysophosphatidic acid receptor 1,79360278,sagittal,14745,True
14521,Lpar1,lysophosphatidic acid receptor 1,79556595,coronal,14745,True
83907,Mchr1,melanin-concentrating hormone receptor 1,70593141,sagittal,207911,True
83907,Mchr1,melanin-concentrating hormone receptor 1,74724669,coronal,207911,True
60881,Slc24a3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",130536,sagittal,94249,True
60881,Slc24a3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",70927810,coronal,94249,True
52755,Mnd1,meiotic nuclear divisions 1 homolog (S. cerevisiae),68445664,sagittal,76915,True
41986,Eef1e1,eukaryotic translation elongation factor 1 epsilon 1,69113614,sagittal,66143,True
12799,Ctbp1,C-terminal binding protein 1,69059817,sagittal,13016,True
